Source,Target,interaction_type,group
68.203.168.246,AR.GNV,MODIFIED,taylor_swift
27.60.169.204,Prcondo,MODIFIED,taylor_swift
71.163.61.144,Saeedswift,MODIFIED,taylor_swift
Kam Solusar,71.163.61.144,MODIFIED,taylor_swift
Hddty,Asav,MODIFIED,taylor_swift
207.102.180.121,MsynBot,MODIFIED,taylor_swift
Kam Solusar,207.102.180.121,MODIFIED,taylor_swift
82.166.126.149,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
2601:18D:4700:949F:DC53:4FFE:5450:A7D9,68.203.168.246,MODIFIED,taylor_swift
83.202.137.163,Mbchbot,MODIFIED,taylor_swift
Arivgao,Andreasmperu,MODIFIED,taylor_swift
72.70.37.196,2601:18D:4700:949F:DC53:4FFE:5450:A7D9,MODIFIED,taylor_swift
Arivgao,Abdu Hany,MODIFIED,taylor_swift
Arivgao,Nhphuongltv,MODIFIED,taylor_swift
Arivgao,27.60.169.204,MODIFIED,taylor_swift
Toglenn,72.70.37.196,MODIFIED,taylor_swift
DeltaBot,Toglenn,MODIFIED,taylor_swift
2601:18D:4700:949F:C87C:F1F0:4A9:45DE,DeltaBot,MODIFIED,taylor_swift
Tinker Bell,Trade,MODIFIED,taylor_swift
2601:18D:4700:949F:8CCF:88EA:214E:74F2,2601:18D:4700:949F:C87C:F1F0:4A9:45DE,MODIFIED,taylor_swift
Abdel Rahman Hany Muhamed,2601:18D:4700:949F:8CCF:88EA:214E:74F2,MODIFIED,taylor_swift
Abdel Rahman Hany Muhamed,Moebeus,MODIFIED,taylor_swift
Abdel Rahman Hany Muhamed,MatSuBot,MODIFIED,taylor_swift
Abdel Rahman Hany Muhamed,Abdu Hany,MODIFIED,taylor_swift
Abdel Rahman Hany Muhamed,Ghuron,MODIFIED,taylor_swift
Abdel Rahman Hany Muhamed,Arivgao,MODIFIED,taylor_swift
Abdel Rahman Hany Muhamed,Arivgao,MODIFIED,taylor_swift
170.185.92.17,Kam Solusar,MODIFIED,taylor_swift
Do not follow,170.185.92.17,MODIFIED,taylor_swift
Matixd019,Helgi-S,MODIFIED,taylor_swift
2A01:6500:A040:369B:17CD:67F5:56D:1A00,82.166.126.149,MODIFIED,taylor_swift
2001:B07:A14:4338:7C10:8478:CF53:59A1,2A01:6500:A040:369B:17CD:67F5:56D:1A00,MODIFIED,taylor_swift
Bcxfu75k,Hddty,MODIFIED,taylor_swift
Simona vy,Innotata,MODIFIED,taylor_swift
Davidpar,Simona vy,MODIFIED,taylor_swift
Simona vy,Davidpar,MODIFIED,taylor_swift
Nvrandow,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
AR.GNV,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
SilentSpikeBot,Rorschach,MODIFIED,taylor_swift
Reinheitsgebot,Tinker Bell,MODIFIED,taylor_swift
95.12.198.245,Kam Solusar,MODIFIED,taylor_swift
Trade,95.12.198.245,MODIFIED,taylor_swift
85.250.187.207,Minerva97,MODIFIED,taylor_swift
2800:484:4C80:4250:65DE:136F:C5D0:E042,85.250.187.207,MODIFIED,taylor_swift
I'mfeistyincognito,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
I'mfeistyincognito,Nvrandow,MODIFIED,taylor_swift
I'mfeistyincognito,Do not follow,MODIFIED,taylor_swift
OsamaK,83.202.137.163,MODIFIED,taylor_swift
OsamaK,SilentSpikeBot,MODIFIED,taylor_swift
KrBot,Kam Solusar,MODIFIED,taylor_swift
Paulohmessias,OsamaK,MODIFIED,taylor_swift
Paulohmessias,OsamaK,MODIFIED,taylor_swift
Paulohmessias,PLbot,MODIFIED,taylor_swift
Paulohmessias,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
TheSandDoctor,Paulohmessias,MODIFIED,taylor_swift
Hanif Al Husaini,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
Hanif Al Husaini,Zenfiric,MODIFIED,taylor_swift
User123o987name,Trade,MODIFIED,taylor_swift
A1AA1A,AR.GNV,MODIFIED,taylor_swift
Lasius,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
Lasius,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
Lasius,Abdel Rahman Hany Muhamed,MODIFIED,taylor_swift
Rommeliosva,I'mfeistyincognito,MODIFIED,taylor_swift
I'mfeistyincognito,Rommeliosva,MODIFIED,taylor_swift
Larske,Lasius,MODIFIED,taylor_swift
Reinheitsgebot,Jared Preston,MODIFIED,taylor_swift
BartocX,A1AA1A,MODIFIED,taylor_swift
Blackcat,Larske,MODIFIED,taylor_swift
Ontogon,Paulohmessias,MODIFIED,taylor_swift
Ontogon,Paulohmessias,MODIFIED,taylor_swift
Ontogon,Reinheitsgebot,MODIFIED,taylor_swift
Ontogon,Moebeus,MODIFIED,taylor_swift
Ontogon,Stryn,MODIFIED,taylor_swift
Ontogon,Kam Solusar,MODIFIED,taylor_swift
Ontogon,Kam Solusar,MODIFIED,taylor_swift
Ontogon,Trade,MODIFIED,taylor_swift
Ontogon,Quenhitran,MODIFIED,taylor_swift
Ontogon,Hanif Al Husaini,MODIFIED,taylor_swift
Ontogon,TheSandDoctor,MODIFIED,taylor_swift
Ontogon,Ohmyerica,MODIFIED,taylor_swift
Gereon K.,Ontogon,MODIFIED,taylor_swift
Jmimo98,Paulohmessias,MODIFIED,taylor_swift
Moebeus,Jane023,MODIFIED,taylor_swift
Moebeus,Blackcat,MODIFIED,taylor_swift
Obsuser,BartocX,MODIFIED,taylor_swift
Obsuser,Moebeus,MODIFIED,taylor_swift
Obsuser,KrBot,MODIFIED,taylor_swift
Obsuser,Ontogon,MODIFIED,taylor_swift
Obsuser,Jc86035,MODIFIED,taylor_swift
Obsuser,Gyrostat,MODIFIED,taylor_swift
Overcast07,Pamputt,MODIFIED,taylor_swift
Matlin,Ontogon,MODIFIED,taylor_swift
Remitamine,Ontogon,MODIFIED,taylor_swift
Achim Raschka,Hanif Al Husaini,MODIFIED,taylor_swift
Vojtěch Dostál,Reinheitsgebot,MODIFIED,taylor_swift
Vojtěch Dostál,Obsuser,MODIFIED,taylor_swift
Hello513,Minerva97,MODIFIED,taylor_swift
Jura1,Obsuser,MODIFIED,taylor_swift
Nvrandow,I'mfeistyincognito,MODIFIED,taylor_swift
Nvrandow,Hello513,MODIFIED,taylor_swift
Yerpo,Obsuser,MODIFIED,taylor_swift
Njzjz,Alneth,MODIFIED,taylor_swift
Josh404Bot,Trade,MODIFIED,taylor_swift
Ben Skála,KrBot,MODIFIED,taylor_swift
Ben Skála,Trade,MODIFIED,taylor_swift
Taytaycat,Ben Skála,MODIFIED,taylor_swift
Taytaycat,Yerpo,MODIFIED,taylor_swift
Taytaycat,Saeedswift,MODIFIED,taylor_swift
Taytaycat,Moebeus,MODIFIED,taylor_swift
Taytaycat,Nvrandow,MODIFIED,taylor_swift
Kirilloparma,Taytaycat,MODIFIED,taylor_swift
Kirilloparma,Taytaycat,MODIFIED,taylor_swift
Kirilloparma,Taytaycat,MODIFIED,taylor_swift
Kirilloparma,Taytaycat,MODIFIED,taylor_swift
Kirilloparma,Taytaycat,MODIFIED,taylor_swift
Arbnos,Simona vy,MODIFIED,taylor_swift
Arbnos,Vojtěch Dostál,MODIFIED,taylor_swift
SINGmeAsadSONG,Kirilloparma,MODIFIED,taylor_swift
SINGmeAsadSONG,Arivgao,MODIFIED,taylor_swift
Lesko987a,Jmh2o,MODIFIED,taylor_swift
Botcrux,GryffindorD,MODIFIED,taylor_swift
Hamedkazemi2,Jura1,MODIFIED,taylor_swift
KrBot,Ontogon,MODIFIED,taylor_swift
KrBot,Ontogon,MODIFIED,taylor_swift
KrBot,Ontogon,MODIFIED,taylor_swift
BorkedBot,Hamedkazemi2,MODIFIED,taylor_swift
Soweego bot,Vladimir Alexiev,MODIFIED,taylor_swift
Soweego bot,SamoaBot,MODIFIED,taylor_swift
Soweego bot,Lockal,MODIFIED,taylor_swift
Soweego bot,Lockal,MODIFIED,taylor_swift
Soweego bot,Ontogon,MODIFIED,taylor_swift
Soweego bot,Ontogon,MODIFIED,taylor_swift
Soweego bot,Ontogon,MODIFIED,taylor_swift
Soweego bot,Ontogon,MODIFIED,taylor_swift
Soweego bot,Ontogon,MODIFIED,taylor_swift
Soweego bot,Pigsonthewing-bot,MODIFIED,taylor_swift
Soweego bot,Okras,MODIFIED,taylor_swift
Soweego bot,PintochBot,MODIFIED,taylor_swift
Väsk,Arbnos,MODIFIED,taylor_swift
BappleBusiness,SINGmeAsadSONG,MODIFIED,taylor_swift
Reinheitsgebot,Maxlath,MODIFIED,taylor_swift
Joey Camelaroche,I'mfeistyincognito,MODIFIED,taylor_swift
Jura1,BorkedBot,MODIFIED,taylor_swift
Meno25,BappleBusiness,MODIFIED,taylor_swift
Սահակ,Bcxfu75k,MODIFIED,taylor_swift
William Avery Bot,Botcrux,MODIFIED,taylor_swift
Ontogon,GryffindorD,MODIFIED,taylor_swift
Salpynx,Ontogon,MODIFIED,taylor_swift
Vojtěch Dostál,Abdu Hany,MODIFIED,taylor_swift
Edward,Jared Preston,MODIFIED,taylor_swift
Ontogon,26 Ramadan,MODIFIED,taylor_swift
Tagishsimon,Arbnos,MODIFIED,taylor_swift
Slasher-fun,Flávio Nuno Neves Rodrigues,MODIFIED,taylor_swift
Kethyga,Njzjz,MODIFIED,taylor_swift
FrankDay25,Jmimo98,MODIFIED,taylor_swift
Adrianmartinezuwu,Meno25,MODIFIED,taylor_swift
A1AA1A,Adrianmartinezuwu,MODIFIED,taylor_swift
Kethyga,YFdyh000,MODIFIED,taylor_swift
Kethyga,Kam Solusar,MODIFIED,taylor_swift
VojtěchDostálBot,Moebeus,MODIFIED,taylor_swift
BorkedBot,Escudero,MODIFIED,taylor_swift
Brunnaiz,Nvrandow,MODIFIED,taylor_swift
Brunnaiz,VojtěchDostálBot,MODIFIED,taylor_swift
INS Pirat,Väsk,MODIFIED,taylor_swift
MidleadingBot,Kethyga,MODIFIED,taylor_swift
BorkedBot,Jura1,MODIFIED,taylor_swift
Lockal,Meisam,MODIFIED,taylor_swift
Brunnaiz,INS Pirat,MODIFIED,taylor_swift
Bcxfu75k,Սահակ,MODIFIED,taylor_swift
Solidest,BorkedBot,MODIFIED,taylor_swift
BorkedBot,Solidest,MODIFIED,taylor_swift
ItsMario97,Abdu Hany,MODIFIED,taylor_swift
ItsMario97,Obsuser,MODIFIED,taylor_swift
Ontogon,Sotho Tal Ker,MODIFIED,taylor_swift
Gikü,A1AA1A,MODIFIED,taylor_swift
AGbot,AdamSeattle,MODIFIED,taylor_swift
Lolza81,Engelbert,MODIFIED,taylor_swift
Ontogon,Spinster,MODIFIED,taylor_swift
Ontogon,Matlin,MODIFIED,taylor_swift
Botcrux,Ontogon,MODIFIED,taylor_swift
Bargioni,Lolza81,MODIFIED,taylor_swift
MusicologoVzla,Tagishsimon,MODIFIED,taylor_swift
Frettiebot,MusicologoVzla,MODIFIED,taylor_swift
Sldst-bot,Quenhitran,MODIFIED,taylor_swift
Solidest,Sldst-bot,MODIFIED,taylor_swift
Szonlover,Gikü,MODIFIED,taylor_swift
Meno25,Szonlover,MODIFIED,taylor_swift
Horcrux,DavidMar86hdf,MODIFIED,taylor_swift
MsynBot,I'mfeistyincognito,MODIFIED,taylor_swift
MsynBot,Bcxfu75k,MODIFIED,taylor_swift
Ontogon,KrBot,MODIFIED,taylor_swift
Wolverène,Brunnaiz,MODIFIED,taylor_swift
KrBot,PintochBot,MODIFIED,taylor_swift
Twofivesixbot,Vojtěch Dostál,MODIFIED,taylor_swift
Cardabela4831,Lovelano,MODIFIED,taylor_swift
Haseeb55,Ontogon,MODIFIED,taylor_swift
AwkwardChester,Brunnaiz,MODIFIED,taylor_swift
Alex Cohn,Edward,MODIFIED,taylor_swift
Sporti,Vojtěch Dostál,MODIFIED,taylor_swift
Wikibility,Frettiebot,MODIFIED,taylor_swift
Rubystaramaryllis,AwkwardChester,MODIFIED,taylor_swift
Rubystaramaryllis,Kirilloparma,MODIFIED,taylor_swift
Moebeus,Frettiebot,MODIFIED,taylor_swift
Franzekafka,Meno25,MODIFIED,taylor_swift
EnaldoSS,Miikul,MODIFIED,taylor_swift
Epìdosis,Lolza81,MODIFIED,taylor_swift
Reannie2394,Sporti,MODIFIED,taylor_swift
Soylacarli,Reannie2394,MODIFIED,taylor_swift
Yupik,Ontogon,MODIFIED,taylor_swift
Jakeob9000,Moebeus,MODIFIED,taylor_swift
RealityBites,Soweego bot,MODIFIED,taylor_swift
Kcx36,Kethyga,MODIFIED,taylor_swift
EpidòseosBot,Ben Skála,MODIFIED,taylor_swift
Strugglehouse,MsynBot,MODIFIED,taylor_swift
Quick-ease2020,Franzekafka,MODIFIED,taylor_swift
UndefinedRachel,Shei98,MODIFIED,taylor_swift
DifoolBot,Rubystaramaryllis,MODIFIED,taylor_swift
DifoolBot,Lasius,MODIFIED,taylor_swift
DifoolBot,EpidòseosBot,MODIFIED,taylor_swift
DifoolBot,User123o987name,MODIFIED,taylor_swift
DifoolBot,Wolverène,MODIFIED,taylor_swift
ShifaYT,Keepwishes,MODIFIED,taylor_swift
Kethyga,Soweego bot,MODIFIED,taylor_swift
KrBot,Lolza81,MODIFIED,taylor_swift
Frostly,DifoolBot,MODIFIED,taylor_swift
Aleneitor,Helgi-S,MODIFIED,taylor_swift
GilPe,Quick-ease2020,MODIFIED,taylor_swift
AgorahillsCW,ItsMario97,MODIFIED,taylor_swift
AgorahillsCW,Lasius,MODIFIED,taylor_swift
DeltaBot,AgorahillsCW,MODIFIED,taylor_swift
Алиса Селезньова,GilPe,MODIFIED,taylor_swift
26 Ramadan,Алиса Селезньова,MODIFIED,taylor_swift
Iamcarbon,KrBot,MODIFIED,taylor_swift
Iamcarbon,Soweego bot,MODIFIED,taylor_swift
Ceaseless Watcher,Jakeob9000,MODIFIED,taylor_swift
Ceaseless Watcher,DeltaBot,MODIFIED,taylor_swift
Ceaseless Watcher,DifoolBot,MODIFIED,taylor_swift
Vanbasten 23,Ontogon,MODIFIED,taylor_swift
12u,Ontogon,MODIFIED,taylor_swift
12u,PLbot,MODIFIED,taylor_swift
12u,Obsuser,MODIFIED,taylor_swift
12u,Obsuser,MODIFIED,taylor_swift
Trade,Ontogon,MODIFIED,taylor_swift
Nvrandow,ShifaYT,MODIFIED,taylor_swift
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
Vycl1994,Vycl1994,ADDED,noah_kahan
KrBot,KrBot,ADDED,noah_kahan
Thierry Caro,Thierry Caro,ADDED,noah_kahan
Ghuron,Ghuron,ADDED,noah_kahan
Ghuron,Ghuron,ADDED,noah_kahan
SlingWikiBot,SlingWikiBot,ADDED,noah_kahan
Tinker Bell,Tinker Bell,ADDED,noah_kahan
Simon Villeneuve,Simon Villeneuve,ADDED,noah_kahan
Simon Villeneuve,Simon Villeneuve,ADDED,noah_kahan
Premeditated,Premeditated,ADDED,noah_kahan
86.247.140.253,86.247.140.253,ADDED,noah_kahan
Laddo,Laddo,ADDED,noah_kahan
Bargioni,Bargioni,ADDED,noah_kahan
Vladimir Alexiev,Vladimir Alexiev,ADDED,noah_kahan
Lockal,Lockal,ADDED,noah_kahan
Tom Morris,Tom Morris,ADDED,noah_kahan
BorkedBot,BorkedBot,ADDED,noah_kahan
Quesotiotyo,Quesotiotyo,ADDED,noah_kahan
Quesotiotyo,Quesotiotyo,ADDED,noah_kahan
Reinheitsgebot,Reinheitsgebot,ADDED,noah_kahan
Reinheitsgebot,Reinheitsgebot,ADDED,noah_kahan
78.39.249.113,78.39.249.113,ADDED,noah_kahan
78.39.249.113,78.39.249.113,ADDED,noah_kahan
78.39.249.113,78.39.249.113,ADDED,noah_kahan
78.39.249.113,78.39.249.113,ADDED,noah_kahan
Soweego bot,Soweego bot,ADDED,noah_kahan
Soweego bot,Soweego bot,ADDED,noah_kahan
BrokenSegue,BrokenSegue,ADDED,noah_kahan
Euro know,Euro know,ADDED,noah_kahan
Euro know,Euro know,ADDED,noah_kahan
Euro know,Euro know,ADDED,noah_kahan
Euro know,Euro know,ADDED,noah_kahan
Euro know,Euro know,ADDED,noah_kahan
Euro know,Euro know,ADDED,noah_kahan
Euro know,Euro know,ADDED,noah_kahan
Matlin,Matlin,ADDED,noah_kahan
Josh404Bot,Josh404Bot,ADDED,noah_kahan
MsynBot,MsynBot,ADDED,noah_kahan
Bob08,Bob08,ADDED,noah_kahan
INS Pirat,INS Pirat,ADDED,noah_kahan
BotMultichillT,BotMultichillT,ADDED,noah_kahan
M2k~dewiki,M2k~dewiki,ADDED,noah_kahan
Luckyz,Luckyz,ADDED,noah_kahan
SillyWolverène,SillyWolverène,ADDED,noah_kahan
DontCallMeLateForDinner,DontCallMeLateForDinner,ADDED,noah_kahan
Mod,Bob08,DELETED,noah_kahan
MileyCytrus,Euro know,DELETED,noah_kahan
MileyCytrus,Euro know,DELETED,noah_kahan
ISNIplus,Vladimir Alexiev,DELETED,noah_kahan
Epìdosis,Reinheitsgebot,DELETED,noah_kahan
DontCallMeLateForDinner,24.224.234.105,DELETED,noah_kahan
SlingWikiBot,Ghuron,MODIFIED,noah_kahan
OsamaK,Vycl1994,MODIFIED,noah_kahan
OsamaK,86.247.140.253,MODIFIED,noah_kahan
BorkedBot,OsamaK,MODIFIED,noah_kahan
Remitamine,Vycl1994,MODIFIED,noah_kahan
Soweego bot,Vycl1994,MODIFIED,noah_kahan
Soweego bot,Bargioni,MODIFIED,noah_kahan
Euro know,Thierry Caro,MODIFIED,noah_kahan
Euro know,SlingWikiBot,MODIFIED,noah_kahan
Euro know,Premeditated,MODIFIED,noah_kahan
Euro know,Tinker Bell,MODIFIED,noah_kahan
Kukurydziarz,OsamaK,MODIFIED,noah_kahan
Multichill,Kukurydziarz,MODIFIED,noah_kahan
MileyCytrus,Euro know,MODIFIED,noah_kahan
MileyCytrus,Euro know,MODIFIED,noah_kahan
MileyCytrus,Simon Villeneuve,MODIFIED,noah_kahan
VojtěchDostálBot,78.39.249.113,MODIFIED,noah_kahan
Emijrpbot,Simon Villeneuve,MODIFIED,noah_kahan
Emijrpbot,Euro know,MODIFIED,noah_kahan
Emijrpbot,Laddo,MODIFIED,noah_kahan
Hameltion,SillyWolverène,MODIFIED,noah_kahan
24.224.234.105,SlingWikiBot,MODIFIED,noah_kahan
